,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,strain_type
311,Blueberry,2,1,0.8,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.266096555,,0.466121467,0.705881921,,,0.612248601,1,,,,,,,,0.167485229,,0.188702926,0.336445971,,0.680614325,1,0.757772207,,0.565153495,,,,0.861540506,indica
312,Blueberry AK,2,0,0.65,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,0.384615385,,0.965811966,,,,1,,,,0.146341463,0.902439024,,,0.048780488,,,0.384615385,,0.146341463,1,,,0.683760684,,,,0.951219512,indica
313,Blueberry Blast,2,0,0.3,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.079545455,1,,,0.927147239,,,,,,1,0.5,0.5,,,,0.801380368,0.070247934,0.766871166,,1,,0.576271186,,0.867331288,,,0.423728814,,sativa
314,Blueberry Bomb,0,0,0.63,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,0.857142857,,,,,,,0.833333333,0.857142857,1,,,,,,,0.714285714,,0.714285714,,,,0.833333333,1,1,,,,,,0.833333333,hybrid
315,Blueberry Cheesecake,2,0,0.5,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.710982659,0.786995516,,,1,,,,0.780691345,,,,,0.472246679,,0.591480543,0.190988168,,0.130747204,0.485601351,0.520945583,0.770642729,,1,,0.693330263,,,,,hybrid
316,Blueberry Cookies,2,0,0.6,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.383199622,,,0.788380069,0.624571313,,,1,,,,,0.528315412,,0.672987694,0.025955639,,0.051911279,,,0.745041816,1,0.779689367,,0.695178535,,,,0.497968937,hybrid
317,Blueberry Diesel,2,0,0.5,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.133895417,0.688861139,0.776188135,0.93499001,,,,0.732310558,,,,,,,0.968219281,0.019876807,,0.022716351,,,0.941505187,0.973901099,1,,1,,,,0.693270897,hybrid
318,Blueberry Dream,2,0,0.2,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.814516129,0.390862944,0.516483516,,,1,0.448924731,,,0.688663283,,,,,,,,,,,,,1,0.97983871,0.609137056,,0.444892473,,,,0.475465313,sativa
319,Blueberry Essence,2,0,0.55,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.692307692,,0.285714286,0.307692308,0.857142857,,,,,,,0.538461538,,,,,,,1,1,,0.384615385,,,0.285714286,0.285714286,hybrid
320,Blueberry Haze,2,0,0.5,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057063667,0.881034959,,0.927657224,,,,0.876246484,,,0.096763675,0.598056763,,,1,,,0.261759191,,0.653632485,1,,0.929174124,,0.913784107,,,,0.910508821,hybrid
321,Blueberry Headband,2,0,0.5,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.61814953,1,,,,1,,,0.380134156,,0.323874636,,0.84714572,0.284259943,,0.123074691,,0.632277742,0.882281885,0.978815979,0.38185047,,0.986884599,,,,,hybrid
322,Blueberry Jack,1,0,0.5,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846846847,0.741935484,1,,,,1,,,0.072727273,0.774193548,,,0.927927928,0.036363636,,0.090909091,,,0.935483871,0.630630631,0.790322581,,0.558558559,,,,,hybrid
323,Blueberry Kush,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.240343983,,0.434674326,0.757139458,,,0.670414821,0.999271149,,,0.21736902,,,,,,,0.147072561,0.509963231,,0.519929234,1,1,,0.588726395,,,,0.743908464,indica
324,Blueberry Lambsbread,2,0,0.55,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,,0.666666667,0.909090909,0.636363636,,,0.833333333,,,,0.5,,,0.909090909,,,,,,1,1,0.5,,0.818181818,,,,,hybrid
325,Blueberry Muffin,2,0,0.64,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170470084,,0.370680314,0.790490776,,0.340595246,,1,,,0.085235042,,,,0.378860525,0.304901395,,,0.435064685,,0.748622542,1,,,0.502605109,,,,0.433951172,hybrid
326,Blueberry OG,1,0,0.67,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.753424658,0.6039065,,1,0.716308594,,,,1,,,0.647134166,,,,0.529947917,,,0.1168748,,0.395182292,,1,1,,0.732259115,,,,0.876712329,indica
327,Blueberry Pancakes,2,0,0.6,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.837416481,,,,1,0.236080178,,,0.555023923,,0.483253589,0.556792873,,,,,,,1,0.818181818,,0.494432071,,,0.531100478,,hybrid
328,Blueberry Pie,2,0,0.57,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.783333333,0.048711502,,,0.963787721,,,0.722788762,1,,,0.005971087,,,,0.300936524,,,0.042740415,,,0.838541667,1,0.842708333,,0.770239334,,,,0.909375,hybrid
329,Blueberry Silvertip,1,0,0.62,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.485576923,,,,1,,,,1,0.798479087,0.513307985,0.852017937,,,0.463942308,0.720532319,0.260089686,,0.605381166,,,0.543269231,0.766159696,0.358173077,,,,,,,hybrid
330,Blueberry Skunk,2,0,0.8,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141176471,,0.553921569,0.601423488,0.377224199,,,1,,,,,,,,0.105882353,,0.035294118,0.391459075,,0.666666667,1,0.588235294,,0.793594306,,0.401960784,,,indica
331,Blueberry Space Cake,2,0,0.77,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639120546,0.785419887,,,,0.973464746,0.380216383,,0.411508282,,,,0.338742916,0.411508282,,0.411508282,,,,1,1,,0.820710974,,,0.73464746,0.546626232,indica
332,Blueberry Waltz,2,0,0.82,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095238095,,,,1,,,,,,,1,,0.142857143,,,,1,0.904761905,,,0.142857143,,,,,indica
333,Blueberry Yum Yum,2,0,0.5,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271132376,0.836548021,,1,0.766156293,0.494228751,,1,,,0.188197767,,,,0.922052098,,,0.229665072,,,0.73976915,,0.492130115,,0.906343209,,,,0.644281217,hybrid
334,Blues,2,0,0.5,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,0.86,,,0.583333333,0.520833333,1,0.947916667,0.2,,,,,,,,0.06,,0.08,,,0.15,1,0.175,,0.479166667,,,0.125,,hybrid
335,Bluniverse,2,0,0.5,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.373737374,0.951923077,0.548076923,,,1,,,,0.424242424,,,0.692307692,,,,,,0.575757576,1,0.525252525,,0.951923077,,,,,hybrid
336,Blurple,2,0,0.5,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.47311828,0.132743363,,,0.612732095,0.480106101,,,1,,,0.734513274,0.553763441,,,0.4933687,0.734513274,,,,,0.919354839,1,,,0.75331565,,,0.865591398,,hybrid
337,Bob Saget,3,0,0.15,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.461538462,,,0.47826087,,,,1,,,,,0.875,0.75,1,,0.826086957,,,,1,0.847826087,0.875,,0.826086957,,,,,sativa
338,Bogart,0,0,0.5,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,0.333333333,1,,0.75,,0.75,,,0.5,0.666666667,,0.333333333,,0.5,,,,,hybrid
339,Boggle Gum,0,0,0.59,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,0.037037037,0.159090909,,,,0.160493827,,0.875,0.962025316,,,,1,,0.886363636,0.025316456,,,0.086419753,,1,,0.159090909,,,,0.049382716,hybrid
340,Booger,3,0,0.58,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.727272727,,0.72,,1,0.68,,,0.909090909,,,0.5,,0.727272727,,0.88,0.5,,0.75,,,1,,1,,,,,,,hybrid
341,Bordello,1,0,0.565,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.536632391,0.520057307,,,0.57627829,,,0.375104778,0.645886889,0.444677284,,0.520057307,,,,,0.512893983,,0.505730659,,,,1,1,,0.637049455,,0.611182519,0.62403599,,hybrid
342,Boss Hogg,1,0,0.575,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.313302034,,,,0.527916407,,,,1,0.308951965,,0.032889585,,,,0.481597006,0.016444792,,0.049334377,,,0.913615023,1,0.646322379,,0.907361198,,,,0.346165884,hybrid
343,Boss OG,3,0,0.5,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.510917031,0.337662338,,,0.688481675,0.594240838,,,0.825327511,,,,,,,0.730366492,,,,,,0.68558952,1,1,,0.722513089,,,0.545851528,,hybrid
344,Boysenberry ,3,0,0.4,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028571429,1,0.939393939,0.941176471,0.970588235,,,1,,,,,0.878787879,,0.529411765,0.057142857,,0.085714286,,,0.909090909,,,,0.558823529,,,,0.96969697,hybrid
345,Brains Damage,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,0.614285714,,1,,,,,,0.780952381,,,,0.065789474,,0.801980198,,,,,,0.528571429,,,0.795238095,0.851485149,0.801980198,1,0.801980198,,,1,indica
346,Brainstorm Haze,3,0,0.3,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.915662651,,0.092105263,,,0.987951807,1,,,1,,,,0.466666667,0.266666667,,0.951807229,0.078947368,,0.078947368,,,0.8,,0.866666667,,1,,,,,sativa
347,Brainwreck,0,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.588235294,,,,0.777777778,0.705882353,0.647058824,,,1,,,,,0.555555556,,1,,,,,,0.444444444,,0.222222222,,0.588235294,,,,,hybrid
348,Brand X,0,0,0.9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0.274495138,,,,0.275468623,,,0.284637327,0.857142857,,,,,,,,,0.95802771,0.040871935,,0.898533007,0.635751683,,1,,1,,,,0.977561705,indica
349,Brandywine,1,0,0.92,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347826087,0.166666667,,,,,,0.8625,1,0.5125,,0.4,,,,,,,,0.525,,0.652173913,1,0.739130435,,0.75,,,,0.434782609,indica
350,Brazil Amazonia,0,0,0.28,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,0.411764706,,0.583333333,,,,,,1,,,,,,,1,,,,,,1,0.708333333,,,0.416666667,,0.411764706,,0.411764706,sativa
351,Brian Berry Cough,2,0,0.5,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,0.125,,0.006329114,,,1,,,,0.741935484,,,0.955696203,0.516129032,0.419354839,,0.213541667,,,0.044303797,,,1,0.177083333,0.35483871,,0.989583333,,,,,hybrid
352,Brooklyn Mango,0,0,0.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.333333333,,0.666666667,0.833333333,,,,0.666666667,,1,0.333333333,,0.333333333,,,,0.666666667,,,0.666666667,1,,0.666666667,,0.666666667,,,,,hybrid
353,Bruce Banner,3,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0.255386811,,,0.953986275,0.56655315,,,1,,,0.180945138,,0.501425828,,0.883354514,0.231604312,,,,,0.874531384,1,0.827198525,,0.902159711,,,0.522400581,,hybrid
354,Bruce Banner #3,2,0,0.44,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.090746264,,0.320761378,1,0.680092209,,,1,,,0.737948074,,,,0.894864457,,,0.158935896,,,0.917742055,0.701601712,0.432615624,,0.888553681,,,,0.24109014,hybrid
355,Bubba Berry,3,0,0.95,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393939394,,,0.818181818,1,,,,,0.592592593,,0.484848485,,,,,,0.407407407,1,0.481481481,,0.181818182,,,0.518518519,,indica
356,Bubba Kush,1,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0.28019036,,,0.566772892,,,0.745414454,1,,,0.128379554,,,,,,,0.317894221,0.441962099,,0.65457002,1,0.803900209,,0.48251092,,,0.37302788,0.696985569,indica
357,Bubba OG,1,0,0.8,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368319447,,0.628402284,0.784136476,,,0.794682799,1,,,,,,,0.526613047,0.006096322,,0.356126803,,,0.721301713,1,0.424930816,,0.375387278,,,,0.544523067,indica
358,Bubba Tom Hayes,3,0,0.38,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.608695652,,,,0.903225806,1,,,,0.967741935,,0.630434783,,,0.032258065,,0.956521739,,,,,,1,,,,1,,,,,hybrid
359,Bubba x Skunk,3,0,0.65,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.965517241,1,0.724137931,,0.275862069,,,,,,,,0.689655172,,,,0.05,1,,,,,1,0.05,0.05,indica
360,Bubba's Gift,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,0.057692308,0.126126126,,0.240786241,,,0.812448812,1,,,0.086538462,,0.079443893,,,,,0.028846154,,,0.979145978,1,,,0.11957412,,,0.023833168,0.023833168,indica
361,Bubble Cheese,1,0,0.770987313,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487804878,0.952380952,,,0.531914894,,,0.957446809,0.512195122,,,,,,,0.510638298,0.047619048,,,0.957446809,,0.512195122,1,1,,,,,,0.975609756,indica
362,Bubble Gum,3,0,0.4,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302399677,,,0.793647005,0.442536497,,,1,,,0.202874385,,,,0.616439878,0.296997349,,,,,0.849235683,1,0.69892196,,0.802585772,,,0.388353117,0.405740524,hybrid
363,Bubbleberry,2,0,0.5,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652314316,,1,,,,1,,,1,,0.531496063,,,0.579861111,,0.295138889,0.488697524,,0.570866142,0.801937567,0.679133858,,0.490850377,,,,0.405511811,hybrid
364,Bubblegum Kush,1,0,0.8,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184422431,,0.779329473,0.703636785,,,0.737800721,1,,,0.148897172,,,,,0.099264782,,,0.52133426,,0.960829157,1,0.796238626,,0.754578245,,,,0.790521143,indica
365,Bubblegun,2,0,0.61,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611111111,,0.25,,,1,,,,1,,,,0.5,,,0.666666667,0.333333333,,0.25,,,0.5,0.611111111,0.75,,0.722222222,,,,0.5625,hybrid
366,Bubblicious,1,0,0.5,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.770602808,,0.823070252,0.688852188,,,,0.246823956,,0.765828274,,0.654170107,0.266787659,0.677952106,0.266787659,,,0.379878578,1,1,,,,,0.344102342,,hybrid
367,Buckeye Purple,2,0,0.92,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,,,0.861870504,,,,,0.753956835,,,,0.971830986,,,,,,,0.694964029,0.985915493,1,0.16498994,,0.81294964,,,,0.233400402,indica
368,Buddha Haze,3,0,0.5,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918032787,,0.166666667,0.950819672,,0.68852459,0.844262295,,,0.666666667,,,,,0.944444444,,1,0.166666667,,0.166666667,,,0.666666667,,1,0.555555556,,,,,,hybrid
369,Buddha Tahoe,0,0,0.95,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,0.614071179,0.137195122,,,0.770759532,0.31981387,,,0.750257149,,,0.137195122,,0.753034355,,0.617562294,0.317073171,0.369408586,,,,0.728656655,1,,,,,,,1,indica
370,Buddha's Hand,0,0,0.27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,0.333333333,0.981818182,0.981818182,,,0.5,0.868181818,,0.011764706,,0.833333333,0.333333333,,,,,,,1,,,,0.895454545,,,,,sativa
371,Buddha's Sister,0,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.411245865,,,0.88835691,,,0.463910047,1,,,0.481073135,,,,0.520638375,,,0.644248438,,,0.608534323,1,0.807192807,,0.47921654,,,0.334379906,0.563151135,indica
372,Buffalo Bill,3,0,0.2,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.666666667,,,,0.75,0.555555556,,0.2,,0.5,,0.666666667,0.2,,,,,1,0.888888889,0.5,,1,,,0.5,,sativa
373,Bugatti OG,3,0,0.64,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.457831325,,0.038297872,,,,,0.536170213,0.828220859,,0.012048193,,,,0.380368098,,,0.024096386,,0.478527607,,1,0.54893617,,0.855828221,,1,0.042553191,,hybrid
374,Burkle,2,0,0.82,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628571429,,0.784,0.313432836,,,0.555970149,1,,,,,,,,0.028571429,,,0.436567164,,0.784,1,1,,0.141791045,,,,0.784,indica
375,Burmese Kush,3,0,0.5,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142156863,,,0.949204406,,,,1,,,0.142156863,,0.507823613,,0.490208078,,,0.145833333,,0.61872705,0.648648649,1,0.46230441,,0.568543452,,,,0.301564723,hybrid
376,Butter OG,2,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,0.527777778,,0.444444444,0.958333333,0.444444444,,,,,,,,,,,0.847222222,0.458333333,0.444444444,1,1,,,,,,0.888888889,indica
377,Butterscotch,1,0,0.5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.788135593,0.584745763,0.643835616,0.43220339,1,,,,,,,,,,0.041666667,,,0.657534247,1,,,0.245762712,,,0.616438356,0.712328767,hybrid
378,C13 Haze,3,0,0.1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041666667,0.921568627,,,0.941176471,0.5,,0.875,,,,0.375,,,,0.020833333,0.862745098,0.041666667,,0.921568627,0.375,,1,,1,,,,,sativa
379,C3PO,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,0.037037037,0.6,,,,,,,0.074074074,1,,,,,,,0.037037037,,,,0.055555556,,,1,0.6,,,,,0.4,0.8,hybrid
380,C4,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.636363636,,0.035714286,0.507525587,,0.792293799,,,,1,,,,,,,,0.047619048,,0.035714286,,,0.161787365,0.73269115,0.453004622,,1,,0.577812018,,0.577812018,hybrid
381,CBD Blue Shark,1,0,0.6,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.650997151,0.920489297,0.157142857,,,0.584045584,,,0.403133903,1,,,,,,0.611620795,0.54985755,0.157142857,,0.342857143,,,0.859327217,1,0.960244648,,,,,,,hybrid
382,CBD Critical Cure,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0.632324646,0.172131148,,,0.596410544,,,,1,,,0.103278689,,,,0.165339316,0.137704918,0.207515423,,,,0.441315375,1,0.974112297,,0.144139091,,,0.514430645,,indica
383,CBD Critical Mass,0,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.780381944,0.650909091,,,0.714420063,,,0.430407524,0.918836806,,,0.03030303,,,,0.530407524,,,0.03030303,,,0.870225694,1,1,,0.495297806,,,,0.479600694,indica
384,CBD Kush,3,1,0.5,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.321316614,0.928425358,0.025925926,,,0.76645768,,0.36196319,,0.505112474,,,,,,,0.456112853,0.025925926,,,,,0.390593047,1,1,,0.434169279,,,,,hybrid
385,CBD Mango Haze,0,0,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,0.700223714,0.913973799,0.159754224,,,0.924256951,,,,1,,,0.319508449,,0.776419214,,0.768616171,0.159754224,,0.329749104,,,0.871179039,1,0.786462882,,0.643336529,,,,,sativa
386,CBD OG,3,0,0.56,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1,,,,1,,0.666666667,,0.666666667,0.5,,,,,,0.5,,,,,,,1,1,,,,,0.666666667,,hybrid
387,CBD Shark,3,0,0.8,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0.875,,0.087804878,,0.545782264,0.755765683,0.389298893,,,0.894496515,,,0.010569106,,0.877433309,,,,,0.010569106,0.433118081,,1,1,0.623888488,,,,,,,indica
388,CHR Super OG,2,0,0.68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,0.024390244,0.045454545,,0.024390244,0.954545455,,,,,,,,,0.025,,0.025,,0.068181818,,1,,,0.931818182,,0.024390244,1,0.048780488,indica
389,Cabbage Patch,2,0,0.38,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.769911504,,,1,,0.796460177,0.96460177,0.966292135,,1,,,1,,0.06741573,,0.96460177,,,,,,0.97752809,,0.04494382,,,,,,,hybrid
390,Cackleberry,1,0,0.48,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.307692308,0.571428571,,,0.95,,,,1,,,,,0.307692308,,1,,1,,,0.8,1,,,,0.8,0.538461538,,,,hybrid
391,Cactus,0,0,0.8,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.113887461,,,0.916598232,,,0.466233515,0.208829339,,,0.084018499,,,,0.756461041,,,0.113887461,0.477464857,,0.89062083,1,1,,,,,0.12939732,0.900709977,indica
392,Cactus Cooler,0,0,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0.768953069,0.941176471,,,,1,0.779783394,,,1,,,0.15920398,,,,0.862815884,0.014925373,0.85198556,,,,0.985294118,,1,,,,,1,,hybrid
393,Cadillac Purple,2,0,0.5,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,0.007259528,,0.697220135,0.860370254,,,0.459836837,0.888054095,,,0.115547489,0.627723516,,,,,,0.025408348,0.298713524,,0.638993238,1,,,0.581424537,,,,1,hybrid
394,Cali Gold,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,0.861861862,0.992957746,,,0.958563536,,,1,0.264264264,0.886740331,,0.144366197,,,,0.933701657,,,0.144366197,,,1,0.950276243,0.891891892,,,,,,0.978978979,hybrid
395,Cali Jack,2,0,0.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,0.4,0.666666667,1,1,,,1,,,,1,,,0.4,1,0.4,1,,,0.666666667,,,,,,,0.666666667,,sativa
396,Cali Kush,3,0,0.555,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.670235048,1,,,,,,,0.221120187,0.516872236,,,0.774523161,0.226371062,,0.231621937,0.789055404,0.616939146,1,0.72297911,0.775191994,,,,0.498021876,,,hybrid
397,California Grapefruit,2,0,0.8,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.066666667,,,0.888888889,,,,,0.222222222,,,,0.5,0.5,,,0.166666667,0.066666667,,0.833333333,0.5,1,,,,,0.5,,1,indica
398,California Hash Plant,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,0.7,,0.7,,,,1,,,1,,0.5,,0.7,,1,0.285714286,,,0.5,,0.5,,0.5,,,,,indica
399,California Love OG,0,0,0.6,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,0.76,,0.315789474,0.88,,1,,,,1,,,,1,1,,0.56,,,,,,1,0.76,,,,,,1,,hybrid
400,California Orange,0,0,0.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,0.666339295,0.802774178,0.313813108,1,,,,0.536061461,,,0.547761811,1,,,0.953478752,,,0.075571178,,,0.648792725,0.933623804,0.70696143,,0.656288779,,,,,hybrid
